col0,col1,col2,col3,col4,col5
Villa Chiericati,Italy,Vancimuglio,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,11.75
Villa Valmarana,Italy,Vigardolo,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,3.29
Villa Serego,Italy,Pedemonte,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,2.78
Villa Emo,Italy,Fanzolo,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,14.54
Villa Foscari,Italy,Malcontenta,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,5.87
Villa Saraceno,Italy,Agugliaro,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,0.59
Villa Caldogno,Italy,Caldogno,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,2.77
Villa Piovene,Italy,Lugo di Vicenza,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,1.33
Villa Godi,Italy,Lugo di Vicenza,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,4.66
Villa Barbaro,Italy,Maser,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,6.57
Villa Pisani,Italy,Lonigo,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,1.6
Villa Angarano,Italy,Bassano del Grappa,part of World Heritage Site,City of Vicenza and the Palladian Villas of the Veneto,3.58
