col0,col1,col2,col3,col4
Tropical Storm Fung-wong,54,2014 Pacific typhoon season,cyclone,2014-09-17
Typhoon Kalmaegi,82,2014 Pacific typhoon season,cyclone,2014-09-10
Typhoon Halong,140,2014 Pacific typhoon season,cyclone,2014-07-27
Typhoon Matmo,85,2014 Pacific typhoon season,cyclone,2014-07-16
Tropical Storm Hagibis,50,2014 Pacific typhoon season,cyclone,2014-06-13
Tropical Storm Cimaron,45,2013 Pacific typhoon season,cyclone,2013-07-14
Tropical Storm Jebi,60,2013 Pacific typhoon season,cyclone,2013-07-28
Tropical Storm Bebinca,45,2013 Pacific typhoon season,cyclone,2013-06-19
Tropical Storm Toraji,45,2007 Pacific typhoon season,cyclone,2007-07-03
Typhoon Vicente,115,2012 Pacific typhoon season,typhoon,2012-07-18
Typhoon Tembin,120,2012 Pacific typhoon season,typhoon,2012-08-17
Typhoon Damrey,80,2012 Pacific typhoon season,typhoon,2012-07-27
