col0,col1,col2,col3,col4,col5,col6
Old Mother Hubbard,Great Britain,poem,public domain,"Old Mother Hubbard / Went to the cupboard,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Mary Had a Little Lamb,United States of America,poem,public domain,"Mary had a little lamb,",Cedarmont Kids,The Oxford Dictionary of Nursery Rhymes
"Tom, Tom, the Piper's Son",Great Britain,nursery rhyme,public domain,"Tom, Tom, the piper’s son,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Old Mother Hubbard,Great Britain,nursery rhyme,public domain,"Old Mother Hubbard / Went to the cupboard,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Little Tommy Tucker,Great Britain,nursery rhyme,public domain,"Little Tommy Tucker, / Sings for his supper:",Tommy Thumb's Pretty Song Book,The Oxford Dictionary of Nursery Rhymes
Little Boy Blue,Great Britain,nursery rhyme,public domain,"Little Boy Blue, / Come blow your horn,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Jack and Jill,Great Britain,nursery rhyme,public domain,"Jack and Gill / Went up the Hill,",Cedarmont Kids,Brewer's Dictionary of Phrase and Fable
Jack Sprat,Kingdom of England,nursery rhyme,public domain,"Jack will eat no fat, and Jill doth love no leane.",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
There was an Old Woman Who Lived in a Shoe,Great Britain,nursery rhyme,public domain,"There was an old woman, she liv’d in a shoe,",Gammer Gurton’s Garland,The Oxford Dictionary of Nursery Rhymes
"Mary, Mary, Quite Contrary",Great Britain,nursery rhyme,public domain,"Miſtreſs Mary : / Quite contrary,",Tommy Thumb's Pretty Song Book,The Oxford Dictionary of Nursery Rhymes
Mary Had a Little Lamb,United States of America,nursery rhyme,public domain,"Mary had a little lamb,",Cedarmont Kids,The Oxford Dictionary of Nursery Rhymes
"Tom, Tom, the Piper's Son",Great Britain,traditional song,public domain,"Tom, Tom, the piper’s son,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Old Mother Hubbard,Great Britain,traditional song,public domain,"Old Mother Hubbard / Went to the cupboard,",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
Jack Sprat,Kingdom of England,traditional song,public domain,"Jack will eat no fat, and Jill doth love no leane.",Gammer Gurton’s Garland (1810 edition),The Oxford Dictionary of Nursery Rhymes
There was an Old Woman Who Lived in a Shoe,Great Britain,traditional song,public domain,"There was an old woman, she liv’d in a shoe,",Gammer Gurton’s Garland,The Oxford Dictionary of Nursery Rhymes
