col0,col1,col2,col3,col4,col5,col6
Schwyz,15000,Switzerland,Canton of Schwyz,Canton of Schwyz,Steinen,Swiss Heritage Site
Weinfelden,11534,Switzerland,Weinfelden District,Weinfelden District,Berg,Swiss Heritage Site
Interlaken,5592,Switzerland,Interlaken-Oberhasli administrative district,Interlaken-Oberhasli administrative district,Unterseen,Swiss Heritage Site
Meilen,13999,Switzerland,Meilen District,Meilen District,Uetikon am See,Swiss Heritage Site
Schwyz,15000,Switzerland,Canton of Schwyz,Canton of Schwyz,Rothenthurm,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Steinerberg,Swiss Heritage Site
Rorschach,9439,Switzerland,Rorschach Constituency,Rorschach Constituency,Goldach,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Steinhausen,Swiss Heritage Site
Interlaken,5592,Switzerland,Interlaken-Oberhasli administrative district,Interlaken-Oberhasli administrative district,Ringgenberg,Swiss Heritage Site
Schwyz,15000,Switzerland,Canton of Schwyz,Canton of Schwyz,Ingenbohl,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Walchwil,Swiss Heritage Site
Rorschach,9439,Switzerland,Rorschach Constituency,Rorschach Constituency,Rorschacherberg,Swiss Heritage Site
Zug,30205,Switzerland,Canton of Zug,Canton of Zug,Hünenberg,Swiss Heritage Site
Schwyz,15000,Switzerland,Canton of Schwyz,Canton of Schwyz,Alpthal,Swiss Heritage Site
