col0,col1,col2,col3
String Quartet in D Major,1889-01-01,D major,cello
String Quartet No. 20,1786-01-01,D major,cello
String Quartet No. 1,1829-09-14,E-flat major,cello
Quartettsatz,1870-01-01,C minor,cello
String Quartet No. 14,1785-01-01,G major,violin
String Quartet in D Major,1889-01-01,D major,violin
String Quartet No. 20,1786-01-01,D major,violin
String Quartet No. 1,1829-09-14,E-flat major,violin
Quartettsatz,1870-01-01,C minor,violin
String Quartet No. 3,1840-01-01,D major,viola
String Quartet No. 1,1942-01-01,D major,viola
String Quartet No. 16,1785-01-01,E-flat major,viola
String Quartet No. 18,1785-01-01,A major,viola
