col0,col1,col2,col3
Singida Region,Hadza,administrative region,Singida
Iringa Region,Pogolo,region of Tanzania,Iringa
Lindi Region,Makonde,region of Tanzania,Lindi
Kagera Region,Haya,region of Tanzania,Kagera River
Dodoma Region,Iraqw,region of Tanzania,Dodoma
Shinyanga Region,Sukuma,region of Tanzania,Shinyanga
Tabora Region,Datooga,region of Tanzania,Tabora
Rukwa Region,Mambwe-Lungu,region of Tanzania,Rukwa Lake
Singida Region,Hadza,region of Tanzania,Singida
Ruvuma Region,Makhuwa-Meetto,region of Tanzania,Ruvuma River
Mara Region,Gusii,region of Tanzania,Mara River
