col0,col1,col2,col3,col4
2008 East West Bank Classic,2008-07-21,2008-07-27,2008-01-01,tennis
2007 East West Bank Classic,2007-08-06,2007-08-12,2007-01-01,tennis
2006 JPMorgan Chase Open,2006-08-05,2006-08-13,2006-01-01,tennis
2005 JPMorgan Chase Open,2005-08-06,2005-08-14,2005-01-01,tennis
2004 JPMorgan Chase Open,2004-07-17,2004-07-25,2004-01-01,tennis
2000 estyle.com Classic,2000-08-05,2000-08-13,2000-01-01,tennis
2003 JPMorgan Chase Open,2003-08-02,2003-08-10,2003-01-01,tennis
2001 estyle.com Classic,2001-08-03,2001-08-12,2001-01-01,tennis
1999 Acura Classic,1999-08-07,1999-08-15,1999-01-01,tennis
1998 Acura Classic,1998-08-08,1998-08-16,1998-01-01,tennis
1997 Acura Classic,1997-08-04,1997-08-10,1997-01-01,tennis
1993 Virginia Slims of Los Angeles,1993-08-09,1993-08-15,1993-01-01,tennis
1991 Virginia Slims of Los Angeles,1991-08-12,1991-08-18,1991-01-01,tennis
