col0,col1,col2,col3,col4,col5,col6,col7
Mercer County,Mercer County,county of Pennsylvania,Hugh Mercer,Mercer,United States of America,Trumbull County,"National Register of Historic Places listings in Mercer County, Pennsylvania"
Montour County,Montour County,county of Pennsylvania,Andrew Montour,Danville,United States of America,Columbia County,"National Register of Historic Places listings in Montour County, Pennsylvania"
Northampton County,Northampton County,county of Pennsylvania,Northamptonshire,Easton,United States of America,Carbon County,"National Register of Historic Places listings in Northampton County, Pennsylvania"
Pike County,Pike County,county of Pennsylvania,Zebulon Pike,Milford,United States of America,Sullivan County,"National Register of Historic Places listings in Pike County, Pennsylvania"
Westmoreland County,Westmoreland County,county of Pennsylvania,Westmorland,Greensburg,United States of America,Allegheny County,"National Register of Historic Places listings in Westmoreland County, Pennsylvania"
McKean County,McKean County,county of Pennsylvania,Thomas McKean,Smethport,United States of America,Allegany County,"National Register of Historic Places listings in McKean County, Pennsylvania"
Lycoming County,Lycoming County,county of Pennsylvania,Lycoming Creek,Williamsport,United States of America,Bradford County,"National Register of Historic Places listings in Lycoming County, Pennsylvania"
Monroe County,Monroe County,county of Pennsylvania,James Monroe,Stroudsburg,United States of America,Carbon County,"National Register of Historic Places listings in Monroe County, Pennsylvania"
Elk County,Elk County,county of Pennsylvania,Eastern elk,Ridgway,United States of America,Cameron County,"National Register of Historic Places listings in Elk County, Pennsylvania"
Centre County,Centre County,county of Pennsylvania,centre,Bellefonte,United States of America,Huntingdon County,"National Register of Historic Places listings in Centre County, Pennsylvania"
Forest County,Forest County,county of Pennsylvania,forest,Tionesta,United States of America,Jefferson County,"National Register of Historic Places listings in Forest County, Pennsylvania"
Clearfield County,Clearfield County,county of Pennsylvania,field,Clearfield,United States of America,Cambria County,"National Register of Historic Places listings in Clearfield County, Pennsylvania"
Fulton County,Fulton County,county of Pennsylvania,Robert Fulton,McConnellsburg,United States of America,Allegany County,"National Register of Historic Places listings in Fulton County, Pennsylvania"
Clarion County,Clarion County,county of Pennsylvania,Clarion River,Clarion,United States of America,Butler County,"National Register of Historic Places listings in Clarion County, Pennsylvania"
Bucks County,Bucks County,county of Pennsylvania,Buckinghamshire,Doylestown,United States of America,Burlington County,"National Register of Historic Places listings in Bucks County, Pennsylvania"
