col0,col1,col2,col3,col4,col5,col6
Taron,Blitz Coaster,2016-06-30,Germany,30,Mystery,Intamin
Wicked Twister,Inverted Impulse roller coaster,2002-05-05,United States of America,655,Cedar Point,Intamin
TMNT Shellraiser,steel roller coaster,2019-10-25,United States of America,143,Nickelodeon Universe,Gerstlauer
Pulsar,steel roller coaster,2016-06-04,Belgium,45,Walibi Belgium,Mack Rides
Taron,steel roller coaster,2016-06-30,Germany,30,Mystery,Intamin
Full Throttle,steel roller coaster,2013-06-22,United States of America,49,Six Flags Magic Mountain,Premier Rides
Verbolten,steel roller coaster,2012-05-18,United States of America,268,Busch Gardens Williamsburg,Zierer
Maverick,steel roller coaster,2007-05-26,United States of America,32,Cedar Point,Intamin
Dodonpa,steel roller coaster,2001-12-21,Japan,49,Fuji-Q Highland,S&S Worldwide
Top Thrill Dragster,steel roller coaster,2003-05-04,United States of America,128,Cedar Point,Intamin
The Incredible Hulk,steel roller coaster,1999-05-28,United States of America,335,Marvel Super Hero Island,Bolliger & Mabillard
Wicked Twister,steel roller coaster,2002-05-05,United States of America,655,Cedar Point,Intamin
Takabisha,steel roller coaster,2011-07-16,Japan,43,Fuji-Q Highland,Gerstlauer
Star Wars Hyperspace Mountain,steel roller coaster,1995-06-01,France,32,Disneyland Park,Werner Stengel
Blue Fire Megacoaster,steel roller coaster,2009-04-04,Germany,38,Europa-Park,Mack Rides
