col0,col1,col2,col3,col4
Robert Warren Miller,billionaire,DFS Galleria,1933-05-23,businessperson
Dmitry Rybolovlev,billionaire,Uralkali,1966-11-22,businessperson
Beate Heister,human,ALDI,1951-10-05,business executive
Rainer-Marc Frey,human,UBS,1963-01-10,banker
Gopichand Hinduja,human,Hinduja Group,1940-02-29,chairperson
Mike Cannon-Brookes,human,University of New South Wales,1979-11-01,businessperson
Michael Platt,human,BlueCrest Capital Management,1968-12-12,art collector
Wang_Qunbin,human,Fosun International Limited,1969-01-01,entrepreneur
Robert Warren Miller,human,DFS Galleria,1933-05-23,businessperson
Dmitry Rybolovlev,human,Uralkali,1966-11-22,businessperson
