col0,col1,col2,col3,col4
Jasper County,William Jasper,Rensselaer,Indiana,"National Register of Historic Places listings in Jasper County, Indiana"
Jackson County,Andrew Jackson,Brownstown,Indiana,"National Register of Historic Places listings in Jackson County, Indiana"
Huntington County,Samuel H. Huntington,Huntington,Indiana,"National Register of Historic Places listings in Huntington County, Indiana"
Howard County,Tilghman Howard,Kokomo,Indiana,"National Register of Historic Places listings in Howard County, Indiana"
Henry County,Patrick Henry,New Castle,Indiana,"National Register of Historic Places listings in Henry County, Indiana"
Hendricks County,William Hendricks,Danville,Indiana,"National Register of Historic Places listings in Hendricks County, Indiana"
Harrison County,William Henry Harrison,Corydon,Indiana,"National Register of Historic Places listings in Harrison County, Indiana"
Hancock County,John Hancock,Greenfield,Indiana,"National Register of Historic Places listings in Hancock County, Indiana"
Hamilton County,Alexander Hamilton,Noblesville,Indiana,"National Register of Historic Places listings in Hamilton County, Indiana"
Grant County,Moses Grant,Marion,Indiana,"National Register of Historic Places listings in Grant County, Indiana"
Franklin County,Benjamin Franklin,Brookville,Indiana,"National Register of Historic Places listings in Franklin County, Indiana"
Floyd County,John Floyd,New Albany,Indiana,"National Register of Historic Places listings in Floyd County, Indiana"
Fayette County,"Gilbert du Motier, Marquis de Lafayette",Connersville,Indiana,"National Register of Historic Places listings in Fayette County, Indiana"
