col0,col1,col2,col3
Jan Willem Pieneman's tomb,grave,Amsterdam New Eastern Cemetery,Rijksmonument
Thérèse Schwartze's tomb,grave,Amsterdam New Eastern Cemetery,Rijksmonument
François-Joseph Lefebvre's tomb,grave,Père Lachaise Cemetery,registered historic monument
Pierre Cartellier's tomb,grave,Père Lachaise Cemetery,monument historique classé
Héloïse and Abélard's tomb,grave,Père Lachaise Cemetery,monument historique classé
Torre dels Escipions,grave,Archaeological Ensemble of Tárraco,Bien de Interés Cultural
Yungneung and Geolleung,grave,Royal Tombs of the Joseon Dynasty,part of World Heritage Site
Túmulo de Fernão Rodrigues Redondo na capela de São Pedro,grave,Igreja de São Nicolau (Santarém),National Monument of Portugal
Grafmonument van Luit Blom,burial or funerary  structures,Begraafplaats Kovelswade,Rijksmonument
Johan Tehupeiory's tomb,sculpture,Begraafplaats Kovelswade,Rijksmonument
Jaap Eden's grave,grave,Algemene Begraafplaats Kleverlaan,Rijksmonument
Hendrik van de Wetering's tomb,grave,Begraafplaats Sint Barbara,Rijksmonument
