col0,col1,col2,col3,col4,col5
Sö 105,Sweden,Kjula socken,Norse runestone,Ingvar runestones,Eskilstuna Municipality
Vs 19,Sweden,Skultuna socken,Norse runestone,Ingvar runestones,Västerås Municipality
U 241,Sweden,Vallentuna socken,Norse runestone,England runestones,Vallentuna Municipality
Vs 18,Sweden,Skultuna socken,Norse runestone,England runestones,Västerås Municipality
Sm 27,Sweden,Berga socken,Norse runestone,England runestones,Ljungby Municipality
Sm 104,Sweden,Vetlanda socken,Norse runestone,England runestones,Vetlanda Municipality
Vs 5,Sweden,Dingtuna socken,Norse runestone,England runestones,Västerås Municipality
Sö 207,Sweden,Överselö Church,Norse runestone,England runestones,Strängnäs Municipality
Sö 82,Sweden,Tumbo Church,Norse runestone,Runestones at Tumbo Church,Eskilstuna Municipality
Sö 105,Sweden,Kjula socken,Runic inscriptions,Ingvar runestones,Eskilstuna Municipality
Vs 19,Sweden,Skultuna socken,Runic inscriptions,Ingvar runestones,Västerås Municipality
