col0,col1,col2,col3,col4
Rundle Mall,Australia,Adelaide,pedestrian zone,King William Street
Calle del Carmen,Spain,Madrid,pedestrian zone,Plaza del Callao
Cecil Court,United Kingdom,City of Westminster,pedestrian zone,Charing Cross Road
Holm,Germany,Flensburg,pedestrian zone,Große Straße
Leicester Square,United Kingdom,City of Westminster,pedestrian zone,Cranbourn Street
Carnaby Street,United Kingdom,City of Westminster,pedestrian zone,Broadwick Street
Leicester Square,United Kingdom,City of Westminster,square,Cranbourn Street
Gerrard Street,United Kingdom,Chinatown,thoroughfare,Wardour Street
Swiss Court,United Kingdom,City of Westminster,street,Leicester Square
Peter's Hill,United Kingdom,City of London,street,Millennium Bridge
