col0,col1,col2,col3,col4,col5
KOI-6061,12300,-4.9,12.094,eclipsing binary star,294.3334978515852
KOI-1509,12000,-6.97,12.27,eclipsing binary star,295.2634734287479
TYC 3557-101-1,6300,9.7,12.82,eclipsing binary star,297.3597370271103
Cl* NGC 6811 SAN 110,7200,-5.5,11.499,eclipsing binary star,294.267548958132
TYC 3556-3605-1,9100,-59.1,11.62,eclipsing binary star,294.9901346875008
V* NQ Aqr,9100,-44.56,12.2,W Ursae Majoris variable,316.9734417
KOI-6165,145,-9.31,12.01,eclipsing binary star,296.9856348528691
TYC 7002-320-1,620,-68.13,11.25,W Ursae Majoris variable,21.2096483659172
ASAS J010007-0744.5,6500,-43.2,11.745,Beta Lyrae variable,15.0274346852197
KOI-80,7000,10.8,11.22,eclipsing binary star,300.5375592307716
ASAS J144154-0324.7,6000,34.29,11.472,W Ursae Majoris variable,220.4766270005245
V* V589 Lyr,12600,-23.1,11.62,W Ursae Majoris variable,291.3826334632098
K2-10,29500,9.75,12.42,Beta Lyrae variable,172.1219603126146
BD-03 357,16000,-13.77,10.8,W Ursae Majoris variable,35.0595187808648
KOI-2674,11460,-23.8,11.825,rotating variable star,289.65124067013045
