col0,col1,col2,col3
Huizhong Road,trunk road,Beichen West Road,3
Dongwuyuan Road,trunk road,Zhanlanguan Road,2.16
May 4th Street,trunk road,Dongsi West Street,0.741
West Chang'an Avenue,trunk road,Xidan,2
East Chang'an Avenue,trunk road,"Dongdan, Beijing",2
Provincial road N368,trunk road,Provincial road N367,11
Provincial road N969,trunk road,Germany–Netherlands border,10.7
Provincial road N480,trunk road,Provincial road N479 (Netherlands),8.8
Provincial road N34,trunk road,A28 motorway,88
Provincial road N302,trunk road,A1 motorway,104
