col0,col1,col2,col3,col4
Coto Makassar,South Sulawesi,Indonesia,stew,beef
Youtiao,East Java,Indonesia,doughnut,dough
Idiyappam,Jakarta,Indonesia,food,Oryza sativa
mochi,West Java,Indonesia,glutinous rice cake,glutinous rice
lemang,North Sumatra,Indonesia,rice dish,glutinous rice
Lemper,West Kalimantan,Indonesia,food,glutinous rice
Gado-gado,Central Java,Indonesia,salad,egg
Idiyappam,Jakarta,Indonesia,food,flour
Gado-gado,Central Java,Indonesia,salad,vegetable
Cioccolato di Modica,Modica,Italy,confections,sugar
rendang,West Sumatra,Indonesia,fish dish,meat
shahe fen,West Kalimantan,Indonesia,rice noodles,rice
rojak,Central Java,Indonesia,salad,fruit
Cioccolato di Modica,Modica,Italy,confections,chocolate
