col0,col1,col2,col3
Brome,Flecken,UTC+01:00,Klötze
Gartow,Flecken,UTC+01:00,Gorleben
Bevern,Flecken,UTC+01:00,Höxter
Hagenburg,Flecken,UTC+01:00,Sachsenhagen
Eime,Flecken,UTC+01:00,Elze
Harpstedt,Flecken,UTC+01:00,Dünsen
Merenberg,Flecken,UTC+01:00,Mengerskirchen
Apenburg-Winterfeld,Flecken,UTC+01:00,Beetzendorf
Mengerskirchen,Flecken,UTC+01:00,Löhnberg
Lauenau,Flecken,UTC+01:00,Bad Nenndorf
Lutter am Barenberge,Flecken,UTC+01:00,Bockenem
Brome,municipality of Germany,UTC+01:00,Klötze
Gartow,municipality of Germany,UTC+01:00,Gorleben
Bevern,municipality of Germany,UTC+01:00,Höxter
