col0,col1,col2,col3,col4,col5,col6,col7
"2017 Tour de France, Stage 8",Alexey Lutsenko,187.5,Lilian Calmejane,mountain stage,2017 Tour de France,2017 Bora-Hansgrohe,193
"2019 Tour de France, stage 6",Enric Mas,160.5,Giulio Ciccone,mountain stage,2019 Tour de France,AG2R La Mondiale 2019,175
2018 Giro d'Italia Stage 6,Matej Mohorič,164,Esteban Chaves,mountain stage,2018 Giro d'Italia,Sky 2018,172
"2019 Tour de France, stage 6",Nils Politt,160.5,Tim Wellens,mountain stage,2019 Tour de France,AG2R La Mondiale 2019,175
"2017 Tour de France, Stage 8",Alexey Lutsenko,187.5,Sky 2017,mountain stage,2017 Tour de France,2017 Bora-Hansgrohe,193
"2017 Tour de France, Stage 9",Simon Yates,181.5,Simon Yates,mountain stage,2017 Tour de France,Movistar 2017,181
"2017 Tour de France, Stage 8",Lilian Calmejane,187.5,Lilian Calmejane,medium mountain stage,2017 Tour de France,2017 Bora-Hansgrohe,193
"2019 Tour de France, stage 6",Giulio Ciccone,160.5,Giulio Ciccone,mountain stage,2019 Tour de France,AG2R La Mondiale 2019,175
"2017 Tour de France, Stage 9",Simon Yates,181.5,Simon Yates,mountain stage,2017 Tour de France,Movistar 2017,193
"2017 Tour de France, Stage 8",Lilian Calmejane,187.5,Lilian Calmejane,mountain stage,2017 Tour de France,2017 Bora-Hansgrohe,193
"2017 Tour de France, Stage 9",Alexey Lutsenko,181.5,Warren Barguil,mountain stage,2017 Tour de France,Movistar 2017,181
