col0,col1,col2,col3,col4
Future's End,Future's End,1996-11-06,Warlord,color
Scorpion,Scorpion,1997-05-21,The Gift,color
Birthright,Birthright,1993-02-20,Starship Mine,color
Gambit,Gambit,1993-10-09,Phantasms,color
Descent,Descent,1993-06-19,Liaisons,color
Chain of Command,Chain of Command,1992-12-12,Ship in a Bottle,color
Basics,Basics,1996-05-20,Flashback,color
"In a Mirror, Darkly","In a Mirror, Darkly",2005-04-22,Demons,color
The Best of Both Worlds,The Best of Both Worlds,1990-06-18,Family,color
Emissary,Emissary,1993-01-03,Past Prologue,color
The Menagerie,The Menagerie,1966-11-17,Shore Leave,color
Encounter at Farpoint,Encounter at Farpoint,1987-09-26,The Naked Now,color
Broken Bow,Broken Bow,2001-09-26,Fight or Flight,color
Shockwave,Shockwave,2002-05-22,Carbon Creek,color
The Torrents of Greed,The Torrents of Greed,1991-02-12,Mushrooms,color
