col0,col1,col2,col3,col4
Zaporizhzhya State circus,Zaporizhzhia,1972-04-20,circus building,Ukraine
Arkhangelsk State Circus,Arkhangelsk,1929-01-01,circus building,Russia
Großes Schauspielhaus,Mitte,1919-01-01,former building or structure,Germany
Circus Building,Copenhagen Municipality,1886-01-01,facility,Denmark
V. L. Durov Animal Theater,Moscow,1912-01-01,cultural heritage site in Russia,Russia
Ciniselli Circus,Saint Petersburg,1877-01-01,cultural heritage site in Russia,Russia
Karls kühne Gassenschau,Winterthur,1984-01-01,theatre troupe,Switzerland
Großes Schauspielhaus,Mitte,1919-01-01,market hall,Germany
Circus Building,Copenhagen Municipality,1886-01-01,sports building,Denmark
V. L. Durov Animal Theater,Moscow,1912-01-01,theatrical troupe,Russia
Ciniselli Circus,Saint Petersburg,1877-01-01,tourist attraction,Russia
Moscow State Circus,Ramenki District,1971-01-01,tourist attraction,Russia
Zaporizhzhya State circus,Zaporizhzhia,1972-04-20,state-owned enterprise,Ukraine
Taganrog Circus,Taganrog,1881-01-01,circus,Russia
