col0,col1,col2,col3,col4,col5,col6
Harald's runestone,Jelling,Jelling stones,protected ancient monument in Denmark,Denmark,runestone,Vejle Municipality
Vs 5,Dingtuna socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Västerås Municipality
Sö 207,Överselö Church,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Strängnäs Municipality
Sö 82,Tumbo Church,Runestones at Tumbo Church,monument in Fornminnesregistret,Sweden,Norse runestone,Eskilstuna Municipality
Sö 55,Blacksta socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Flen Municipality
Vs 5,Dingtuna socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Västerås Municipality
Sö 207,Överselö Church,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Strängnäs Municipality
Sö 82,Tumbo Church,Runestones at Tumbo Church,monument in Fornminnesregistret,Sweden,Runic inscriptions,Eskilstuna Municipality
Sö 55,Blacksta socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Flen Municipality
Sövestadstenen,Krageholm Castle,Sövestad Runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Ystad Municipality
Hybystenen 1,Hyby socken,Hyby Runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Svedala Municipality
