col0,col1,col2,col3,col4,col5
Plus/4 World ID,Zombi,Template:Plus4world,single value constraint,Wikidata property for an identifier,eventually complete
Ready64 ID,Attack of the Mutant Camels,Template:Ready64,distinct values constraint,Wikidata property for an identifier,eventually complete
Steam Application ID,VVVVVV,Template:Steam app,single value constraint,Wikidata property related to reviews and media content ratings,always incomplete
Visual Novel Database ID,duel,Template:Vndb,single value constraint,Wikidata property related to video games,always incomplete
Steam Application ID,VVVVVV,Template:Steam app,single value constraint,Wikidata property related to video games,always incomplete
Visual Novel Database ID,duel,Template:Vndb,single value constraint,"Wikidata property for authority control, with reciprocal use of Wikidata",always incomplete
Steam Application ID,VVVVVV,Template:Steam app,single value constraint,Wikidata property for an identifier,always incomplete
Visual Novel Database ID,Do You Like Horny Bunnies?,Template:Vndb,single value constraint,Wikidata property related to video games,always incomplete
GameSpot ID,Halo: Combat Evolved,Template:GameSpot,type constraint,Wikidata property related to video game news websites,always incomplete
System16 identifier,Sega Titan Video,Template:System16,single value constraint,Wikidata property for an identifier that suggests notability,eventually complete
SMS Power identifier,Alex Kidd in Miracle World,Template:SMS Power,single value constraint,Wikidata property for an identifier that suggests notability,eventually complete
System16 identifier,Sega Titan Video,Template:System16,single value constraint,Wikidata property related to video games,eventually complete
