col0,col1,col2,col3,col4
Shira river basin,Japan,Kyushu,Japan,Shirakawa River
Yura river basin,Japan,Honshu,Japan,Yura River (Japan)
Kakehashi river basin,Japan,Honshu,Japan,Kakehashi River
Matuura river basin,Japan,Kyushu,Japan,Matsuura River
Honmyō river basin,Japan,Kyushu,Japan,Honmyo River
Hii river basin,Japan,Honshu,Japan,Hii River
Ibo river basin,Japan,Honshu,Japan,Ibo River
Tedori river basin,Japan,Honshu,Japan,Tedori River
Yamakuni river basin,Japan,Kyushu,Japan,Yamakuni River
Oze river basin,Japan,Honshu,Japan,Oze River
