col0,col1,col2,col3,col4
Armonitango,Astor Piazzolla,2007-01-01,Antonio Serrano,tribute album
Sgt. Pepper's,The Beatles,1992-02-04,Big Daddy,tribute album
Canzoni per te - Dedicato a Sergio Endrigo,Sergio Endrigo,2002-01-01,various artists,tribute album
Still the King: Celebrating the Music of Bob Wills and His Texas Playboys,Bob Wills,2015-01-01,Asleep at the Wheel,tribute album
Not Fade Away - Remembering Buddy Holly,Buddy Holly,1996-02-01,various artists,tribute album
Pianotarium,Metallica,2007-01-01,Scott D. Davis,tribute album
Tribute To Kim Hyun Sik,Kim Hyun-sik,2000-11-17,various artists,tribute album
Laulava Sydän – The Beatles,The Beatles,2001-01-01,Juha Vainio,tribute album
Nevermind Tribute,Nirvana,2012-01-01,various artists,tribute album
Border: A Tribute to Motoharu Sano,Motoharu Sano,1996-08-31,Kaori Kawamura,tribute album
The Keepers of Jericho: A Tribute to Helloween Part II,Helloween,2003-01-01,various artists,tribute album
Sgt. Pepper Knew My Father,The Beatles,1988-01-01,various artists,tribute album
Spin Presents: Purplish Rain,Prince,2009-06-23,various artists,tribute album
Metallic Attack: The Ultimate Tribute,Metallica,2004-08-03,Motörhead,tribute album
