col0,col1,col2,col3,col4,col5
2019 Six Nations Championship,975125,2019-03-16,2018–2019 one-year-period,6,Six Nations Championship
2018 Six Nations Championship,991844,2018-03-17,2017-2018 one-year-period,6,Six Nations Championship
2017 Six Nations Championship,996662,2017-03-18,2016-2017 one-year-period,6,Six Nations Championship
2007–08 Celtic League,609015,2008-05-10,2007-2008 one-year-period,10,Pro14
2008–09 Celtic League,731328,2009-05-17,2008-2009 one-year-period,10,Pro14
2015–16 Pro12,1144802,2016-05-28,2015-2016 one-year-period,12,Pro14
2014–15 Pro12,1159127,2015-05-30,2014-2015 one-year-period,12,Pro14
2013–14 Pro 12,1107707,2014-05-31,2013-2014 one-year-period,12,Pro14
2012–13 Pro 12,1106873,2013-05-25,2012-2013 one-year-period,12,Pro14
2011–12 Pro 12,1042374,2012-05-27,2011-2012 one-year-period,12,Pro14
2010–11 Celtic League,1019634,2011-05-28,2010-2011 one-year-period,12,Pro14
2009–10 Celtic League,818181,2010-05-29,2009-2010 one-year-period,10,Pro14
2006–07 Celtic League,661163,2007-05-12,2006-2007 one-year-period,11,Pro14
2016–17 Pro12,1184091,2017-05-27,2016-2017 one-year-period,12,Pro14
