col0,col1,col2,col3,col4,col5,col6
Prime Directive,Star Trek novel,Prime Directive,Judith Reeves-Stevens,Pocket Books,United States of America,Star Trek multiverse
Planet Of Judgment,Star Trek novel,Planet Of Judgment,Joe Haldeman,Bantam Books,United States of America,Star Trek multiverse
Pawns and Symbols,Star Trek novel,Pawns and Symbols,Majliss Larson,Pocket Books,United States of America,Star Trek multiverse
Mutiny on the Enterprise,Star Trek novel,Mutiny on the Enterprise,Robert E. Vardeman,Pocket Books,United States of America,Star Trek multiverse
Mindshadow,Star Trek novel,Mindshadow,Jeanne Kalogridis,Pocket Books,United States of America,Star Trek multiverse
Killing time,Star Trek novel,Killing time,Della van Hise,Pocket Books,United States of America,Star Trek multiverse
Ishmael,Star Trek novel,Ishmael,Barbara Hambly,Pocket Books,United States of America,Star Trek multiverse
"I, Q",Star Trek novel,"I, Q",John de Lancie,Pocket Books,United States of America,Star Trek multiverse
How Much For Just The Planet?,Star Trek novel,How Much For Just The Planet?,John M. Ford,Pocket Books,United States of America,Star Trek multiverse
Home Is The Hunter,Star Trek novel,Home Is The Hunter,Dana Kramer-Rolls,Pocket Books,United States of America,Star Trek multiverse
Ghost Walker,Star Trek novel,Ghost Walker,Barbara Hambly,Pocket Books,United States of America,Star Trek multiverse
Enemy Unseen,Star Trek novel,Enemy Unseen,V. E. Mitchell,Pocket Books,United States of America,Star Trek multiverse
