col0,col1,col2,col3,col4
1914 World Allround Speed Skating Championships for men,Vasili Ippolitov,1913 World Allround Speed Skating Championships for men,1914-02-14,World Allround Speed Skating Championships for Men
1900 World Allround Speed Skating Championships for men,Peder Østlund,1899 World Allround Speed Skating Championships for men,1900-02-24,World Allround Speed Skating Championships for Men
1939 World All-Round Speed Skating Championships for Men,Charles Mathiesen,1938 World All-Round Speed Skating Championships for Men,1939-02-18,World Allround Speed Skating Championships for Men
1947 World All-Round Speed Skating Championships for Men,Åke Seyffarth,1939 World All-Round Speed Skating Championships for Men,1947-02-15,World Allround Speed Skating Championships for Men
1968 World All-Round Speed Skating Championships for Men,Ard Schenk,1967 World All-Round Speed Skating Championships for Men,1968-02-24,World Allround Speed Skating Championships for Men
1975 World All-Round Speed Skating Championships for Men,Sten Stensen,1974 World All-Round Speed Skating Championships for Men,1975-02-08,World Allround Speed Skating Championships for Men
1927 World All-Round Speed Skating Championships for men,Clas Thunberg,1926 World All-Round Speed Skating Championships for Men,1927-02-04,World Allround Speed Skating Championships for Men
1961 World All-Round Speed Skating Championships for Men,Viktor Kosichkin,1960 World All-Round Speed Skating Championships for Men,1961-02-18,World Allround Speed Skating Championships for Men
1957 World All-Round Speed Skating Championships for Men,Knut Johannesen,1956 World All-Round Speed Skating Championships for Men,1957-02-16,World Allround Speed Skating Championships for Men
1967 World All-Round Speed Skating Championships for Men,Ard Schenk,1966 World All-Round Speed Skating Championships for Men,1967-02-11,World Allround Speed Skating Championships for Men
1898 World Allround Speed Skating Championships for men,István Szabó,1897 World Allround Speed Skating Championships for men,1898-02-06,World Allround Speed Skating Championships for Men
1971 World All-Round Speed Skating Championships for Men,Ard Schenk,1969 World All-Round Speed Skating Championships for Men,1971-02-13,World Allround Speed Skating Championships for Men
