col0,col1,col2,col3,col4,col5,col6,col7
Mudigubba mandal,60469,395,India,UTC+05:30,Anantapuram district,58212,30435
Rayadurg mandal,102691,543,India,UTC+05:30,Anantapuram district,38365,51887
Tamsi mandal,39631,293,India,UTC+05:30,Adilabad district,39631,19615
Tadepalligudem mandal,192162,21,India,UTC+05:30,West Godavari district,80779,95928
Kanchikacherla mandal,71075,69,India,UTC+05:30,Krishna district,67662,35430
Avanigadda mandal,40986,6,India,UTC+05:30,Krishna district,40986,20966
Penamaluru mandal,168022,19,India,UTC+05:30,Krishna district,18905,84485
Nagayalanka mandal,47899,6,India,UTC+05:30,Krishna district,47899,25076
Gannavaram mandal,87027,24,India,UTC+05:30,Krishna district,80404,43172
Tadikonda mandal,67962,37,India,UTC+05:30,Guntur district,65306,33655
Sattenapalle mandal,130608,72,India,UTC+05:30,Guntur district,72293,64764
Medikonduru mandal,60144,75,India,UTC+05:30,Guntur district,56094,30682
Ponnur mandal,123417,9,India,UTC+05:30,Guntur district,63504,60953
Pedakakani mandal,73689,29,India,UTC+05:30,Guntur district,64693,36396
Repalle mandal,111989,6,India,UTC+05:30,Guntur district,61123,54459
