col0,col1,col2,col3
2000 Summer Olympics,William Deane,2000-10-01,199
1988 Summer Olympics,Roh Tae-woo,1988-10-02,159
2004 Summer Olympics,Konstantinos Stephanopoulos,2004-08-29,201
1952 Summer Olympics,Juho Kusti Paasikivi,1952-08-03,69
1956 Summer Olympics,"Prince Philip, Duke of Edinburgh",1956-12-08,72
1912 Summer Olympics,Gustaf V of Sweden,1912-07-27,28
1964 Summer Olympics,Hirohito,1964-10-24,93
1908 Summer Olympics,Edward VII,1908-10-31,22
1992 Summer Olympics,Juan Carlos I,1992-08-09,169
1896 Summer Olympics,George I of Greece,1896-04-15,14
2008 Summer Olympics,Hu Jintao,2008-08-24,204
1984 Summer Olympics,Ronald Reagan,1984-08-12,140
2012 Summer Olympics,Elizabeth II,2012-08-12,204
1976 Summer Olympics,Elizabeth II,1976-08-01,92
