col0,col1,col2,col3
Lovastatin,telithromycin,statin,Lovastatin
lopinavir,bosentan,antiviral drug,Lopinavir
amprenavir,bosentan,antiviral drug,Amprenavir
azithromycin,ibutilide,bactericide,Azithromycin
clarithromycin,ibutilide,bactericide,clarithromycin
azithromycin,dofetilide,bactericide,Azithromycin
moxifloxacin,dofetilide,bactericide,moxifloxacin
chloroquine,dofetilide,bactericide,chloroquine
pentamidine,dofetilide,bactericide,pentamidine
clarithromycin,dofetilide,bactericide,clarithromycin
azithromycin,flecainide,bactericide,Azithromycin
lopinavir,bosentan,bactericide,Lopinavir
