col0,col1,col2,col3
Building of the National Library of Estonia,library building,Tõnismägi,Tõnismäe
White Oak Library,library building,Maryland Route 650,White Oak
"Amsterdam Public Library, OBA Oosterdok",library building,Oosterdokskade,Oosterdokseiland
Almelo public library,library building,Haven Noordzijde,Almelo
Holborn Town Hall and Library,movie theater,High Holborn,Holborn
Olney Library,public library,Maryland Route 108,Olney
White Oak Library,public library,Maryland Route 650,White Oak
"Amsterdam Public Library, OBA Oosterdok",public library,Oosterdokskade,Oosterdokseiland
Almelo public library,public library,Haven Noordzijde,Almelo
Holborn Town Hall and Library,restaurant,High Holborn,Holborn
Bavarian State Library,regional library,Ludwigstrasse,Munich
James Madison Memorial Building,government building,Independence Avenue,Southeast
