col0,col1,col2,col3,col4
Kecleon,green,100,normal-type Pokémon,Pokémon universe
Glameow,gray,50,normal-type Pokémon,Pokémon universe
Porygon-Z,red,0.9,normal-type Pokémon,Pokémon universe
Togekiss,white,150,normal-type Pokémon,Pokémon universe
Girafarig,yellow,150,normal-type Pokémon,Pokémon universe
Farfetch'd,brown,80,normal-type Pokémon,Pokémon universe
Slaking,brown,200,normal-type Pokémon,Pokémon universe
Exploud,blue,150,normal-type Pokémon,Pokémon universe
Slakoth,brown,80,normal-type Pokémon,Pokémon universe
Hoothoot,brown,70,normal-type Pokémon,Pokémon universe
Smeargle,white,120,normal-type Pokémon,Pokémon universe
Swablu,blue,40,normal-type Pokémon,Pokémon universe
Furret,brown,180,normal-type Pokémon,Pokémon universe
