col0,col1,col2,col3,col4,col5
Ise Kadoya Brewery,1997-01-01,Japan,brewing,craft beer,Mie Prefecture
Utsunomiya Brewery,2012-11-01,Japan,brewing,craft beer,Tochigi Prefecture
Tazawako Beer,1997-01-01,Japan,brewing,craft beer,Akita Prefecture
DevilCraft Tokyo Brewery,2015-09-01,Japan,brewing,craft beer,Tokyo
OH!LA!HO Beer,1996-01-01,Japan,brewing,craft beer,Nagano Prefecture
Michinoku Fukushima Beer,1997-01-01,Japan,brewing,craft beer,Fukushima Prefecture
Tono Beer Zumona,1999-01-01,Japan,brewing,craft beer,Iwate Prefecture
Doppo Beer,1995-01-01,Japan,brewing,craft beer,Okayama Prefecture
Yamaguchi Beer,1997-01-01,Japan,brewing,craft beer,Yamaguchi Prefecture
Tokorozawa Beer,2011-01-01,Japan,brewing,craft beer,Saitama Prefecture
Naruko no kaze,1997-01-01,Japan,brewing,craft beer,Miyagi Prefecture
Kisoji Beer,1997-01-01,Japan,brewing,craft beer,Nagano Prefecture
