col0,col1,col2,col3
Castle Grafendahn,Kulturdenkmal,Germany,Dahn
Altdahn Castle,Kulturdenkmal,Germany,Dahn
Svojkov Castle,cultural monument of the Czech Republic,Czech Republic,Svojkov
Burg Piberstein,Denkmalgeschütztes Objekt,Austria,Ahorn
Rotenhan Castle,architectural heritage monument in Bavaria,Germany,Ebern
Helfenburk,cultural monument of the Czech Republic,Czech Republic,Úštěk
Skály,cultural monument of the Czech Republic,Czech Republic,Teplice nad Metují
Dunnottar Castle,scheduled monument,United Kingdom,Aberdeenshire
Alt-Haldenstein Castle,class A Swiss cultural property of national significance,Switzerland,Haldenstein
Scharfenstein Castle,Kulturdenkmal,Germany,Drebach
Trifels Castle,Kulturdenkmal,Germany,Annweiler am Trifels
Anebos Castle,Kulturdenkmal,Germany,Annweiler am Trifels
Château de Hohbarr,monument historique classé,France,Saverne
Château du Helfenstein,bien recensé dans l'inventaire général du patrimoine culturel,France,Philippsbourg
