col0,col1,col2,col3,col4,col5
Grand-Lac-Salé Ecological Reserve,ecological reserve of Quebec,Sept-Îles,L'Île-d'Anticosti,2339,Ministry of Environment and Fight Against Climate Change
Dunes-de-Berry Ecological Reserve,ecological reserve of Quebec,Amos,Berry,259.02,Ministry of Environment and Fight Against Climate Change
Érablière-du-Trente-et-Un-Milles Ecological Reserve,ecological reserve of Quebec,Gatineau,La Vallée-de-la-Gatineau Regional County Municipality,606,Ministry of Environment and Fight Against Climate Change
Aigle-à-Tête-Blanche Ecological Reserve,ecological reserve of Quebec,Pembroke,Rapides-des-Joachims,261,Ministry of Environment and Fight Against Climate Change
Tourbière-de-Shannon Ecological Reserve,ecological reserve of Quebec,Quebec City,Shannon,168.77,Ministry of Environment and Fight Against Climate Change
Rivière-aux-Brochets Ecological Reserve,ecological reserve of Quebec,Saint-Jean-sur-Richelieu,Saint-Armand,126.18,Ministry of Environment and Fight Against Climate Change
Pointe-Heath Ecological Reserve,ecological reserve of Quebec,Sept-Îles,L'Île-d'Anticosti,1869,Ministry of Environment and Fight Against Climate Change
Forêt-la-Blanche Ecological Reserve,ecological reserve of Quebec,Gatineau,Mayo,2057.52,Ministry of Environment and Fight Against Climate Change
Pointe-Platon Ecological Reserve,ecological reserve of Quebec,Lévis,Sainte-Croix,59.38,Ministry of Environment and Fight Against Climate Change
Mont-Saint-Pierre Ecological Reserve,ecological reserve of Quebec,Sainte-Anne-des-Monts,Mont-Saint-Pierre,643,Ministry of Environment and Fight Against Climate Change
