col0,col1,col2,col3,col4,col5,col6,col7
Johnson County,Johnson County,17977,Tennessee,1.4,1836-01-01,784,Mountain City
Putnam County,Putnam County,73525,Tennessee,0.4,1854-02-11,1043,Cookeville
Marshall County,Marshall County,31130,Tennessee,0.2,1836-02-20,974,Lewisburg
Hancock County,Hancock County,6679,Tennessee,0.5,1844-01-01,579,Sneedville
Sevier County,Sevier County,93570,Tennessee,0.9,1794-09-28,1113,Sevierville
Sullivan County,Sullivan County,156595,Tennessee,3.8,1779-10-18,1113,Blountville
White County,White County,26244,Tennessee,0.7,1806-09-11,379,Sparta
Bedford County,Bedford County,45901,Tennessee,0.2,1807-12-03,1230,Shelbyville
Henderson County,Henderson County,28048,Tennessee,1.1,1821-01-01,1362,Lexington
Washington County,Washington County,125546,Tennessee,1,1777-11-15,855,Jonesborough
Wilson County,Wilson County,121945,Tennessee,2.1,1799-10-26,583,Lebanon
