col0,col1,col2,col3,col4,col5
MF Møkstrafjord,2018-01-01,Norway,Fjord1,122.1,Florø
MF Husavik,2018-01-01,Norway,Fjord1,66.4,Florø
MF Losna,2016-01-01,Norway,Fjord1,76,Florø
MF Stavangerfjord,2007-01-01,Norway,Fjord1,129,Florø
M/S Visborg,2018-12-14,Sweden,Destination Gotland,200,Visby
MF Ivar Aasen,1998-01-01,Norway,Fjord1,87,Ålesund
"""Ampere""",2014-01-01,Norway,Norled,80,Stavanger
MF Rauma,1988-01-01,Norway,Fjord1,82,Molde
MF Korsfjord,2010-01-01,Norway,Fjord1,122,Molde
MF Julsund,2004-01-01,Norway,Fjord1,84,Molde
