col0,col1,col2,col3
aspirin/meprobamate,aspirin,US pregnancy category X,combination drug
penicillin G procaine,penicillin G,US pregnancy category B,combination drug
Amoxicillin/clavulanic acid,amoxicillin,Australian pregnancy category B1,combination drug
Hydrocodone/paracetamol,acetaminophen,US pregnancy category C,combination drug
dimenhydrinate,diphenhydramine,Australian pregnancy category A,combination drug
morphine/naltrexone,morphine,US pregnancy category C,analgesic
estradiol cypionate/medroxyprogesterone acetate,medroxyprogesterone acetate,US pregnancy category X,essential medicine
ethinylestradiol/levonorgestrel,ethinylestradiol,US pregnancy category X,essential medicine
ethinylestradiol/norethisterone,ethinylestradiol,US pregnancy category X,essential medicine
penicillin G procaine,penicillin G,US pregnancy category B,essential medicine
Amoxicillin/clavulanic acid,amoxicillin,Australian pregnancy category B1,antibiotic
mestranol/norethisterone,norethindrone,US pregnancy category X,medication
