col0,col1,col2,col3,col4,col5
HD 220790,10.3974,5.636,2.25,Tucana,15900000
HD 220572,10.9839,5.597,2.51,Tucana,14600000
HIP 92367,8.8071,5.798,3.11,Telescopium,15000000
4 Capricorni,9.2432,5.851,0.65,Capricornus,14500000
Sigma Pavonis,10.0693,5.407,3.2,Pavo,18000000
HR 5955,11.5335,5.685,1.95,Apus,15600000
HD 203949,12.6896,5.62,2.03,Microscopium,14000000
Delta Microscopii,12.0258,5.687,2.12,Microscopium,15100000
HD 207229,9.4796,5.62,1.95,Indus,16000000
HD 3750,10.2314,5.998,2.81,Phoenix,14200000
HD 12296,11.1516,5.563,2.81,Phoenix,14900000
HD 29737,10.043,5.563,1.57,Eridanus,17900000
HD 26464,10.0097,5.689,3.07,Eridanus,13700000
HD 22409,10.0568,5.58,1.23,Eridanus,16400000
