col0,col1,col2,col3,col4,col5,col6
1985 Jadranska Magistrala,1986 Jadranska Magistrala,1984 Jadranska Magistrala,1985-01-01,Andrej Žaubi,Istrian Spring Trophy,road bicycle racing
1984 Jadranska Magistrala,1985 Jadranska Magistrala,1983 Jadranska Magistrala,1984-01-01,Primož Čerin,Istrian Spring Trophy,road bicycle racing
1983 Jadranska Magistrala,1984 Jadranska Magistrala,1982 Jadranska Magistrala,1983-01-01,Petar Stojanovic,Istrian Spring Trophy,road bicycle racing
1982 Jadranska Magistrala,1983 Jadranska Magistrala,1981 Jadranska Magistrala,1982-01-01,Milan Petros,Istrian Spring Trophy,road bicycle racing
1981 Jadranska Magistrala,1982 Jadranska Magistrala,1980 Jadranska Magistrala,1981-01-01,Bruno Bulić,Istrian Spring Trophy,road bicycle racing
1980 Jadranska Magistrala,1981 Jadranska Magistrala,1979 Jadranska Magistrala,1980-01-01,Vinko Polončič,Istrian Spring Trophy,road bicycle racing
1979 Jadranska Magistrala,1980 Jadranska Magistrala,1978 Jadranska Magistrala,1979-01-01,Bojan Ropret,Istrian Spring Trophy,road bicycle racing
1978 Jadranska Magistrala,1979 Jadranska Magistrala,1977 Jadranska Magistrala,1978-01-01,Drago Frelih,Istrian Spring Trophy,road bicycle racing
1977 Jadranska Magistrala,1978 Jadranska Magistrala,1976 Jadranska Magistrala,1977-01-01,Bojan Ropret,Istrian Spring Trophy,road bicycle racing
1976 Jadranska Magistrala,1977 Jadranska Magistrala,1975 Jadranska Magistrala,1976-01-01,Janez Zakotnik,Istrian Spring Trophy,road bicycle racing
1975 Jadranska Magistrala,1976 Jadranska Magistrala,1974 Jadranska Magistrala,1975-01-01,Branko Bedekovic,Istrian Spring Trophy,road bicycle racing
1974 Jadranska Magistrala,1975 Jadranska Magistrala,1973 Jadranska Magistrala,1974-01-01,Janez Zakotnik,Istrian Spring Trophy,road bicycle racing
1973 Jadranska Magistrala,1974 Jadranska Magistrala,1972 Jadranska Magistrala,1973-01-01,Ivan Kastelic,Istrian Spring Trophy,road bicycle racing
1972 Jadranska Magistrala,1973 Jadranska Magistrala,1971 Jadranska Magistrala,1972-01-01,Janez Zakotnik,Istrian Spring Trophy,road bicycle racing
1971 Jadranska Magistrala,1972 Jadranska Magistrala,1970 Jadranska Magistrala,1971-01-01,Janez Zakotnik,Istrian Spring Trophy,road bicycle racing
