col0,col1,col2,col3,col4,col5
Paibian,Guzhangian,Jiangshanian,Furongian,Paibi,geological age
Orleanian,Agenian,Astaracian,Miocene,Orléans,geological age
Sandbian,Darriwilian,Katian,Upper Ordovician,Södra Sandby,geological age
Fortunian,Ediacaran,Cambrian Stage 2,Terreneuvian,Fortune,geological age
Tremadocian,Cambrian Stage 10,Floian,Lower Ordovician,Tremadog,geological age
Moscovian,Bashkirian,Kasimovian,Pennsylvanian,Moscow,geological age
Pragian,Lochkovian,Emsian,Lower Devonian,Prague,geological age
Kungurian,Artinskian,Roadian,Cisuralian,Kungur,geological age
Toarcian,Pliensbachian,Aalenian,Early Jurassic,Thouars,geological age
Olenekian,Induan,Anisian,Early Triassic,Olenyok River,geological age
Sakmarian,Asselian,Artinskian,Cisuralian,Sakmara River,geological age
Ludfordian,Gorstian,Přídolí,Ludlow,Ludford,geological age
Homerian,Sheinwoodian,Gorstian,Wenlock,"Homer, Shropshire",geological age
Kimmeridgian,Oxfordian,Tithonian,Late Jurassic,Kimmeridge,geological age
Ladinian,Anisian,Carnian,Middle Triassic,Ladin people,geological age
