col0,col1,col2,col3,col4
Marshall County,county of Kentucky,John Marshall,11,United States of America
LaRue County,county of Kentucky,John LaRue,0.8,United States of America
Menifee County,county of Kentucky,Richard Menefee,1.1,United States of America
Kenton County,county of Kentucky,Simon Kenton,2.5,United States of America
Johnson County,county of Kentucky,Richard Mentor Johnson,0.8,United States of America
Muhlenberg County,county of Kentucky,Peter Muhlenberg,2.6,United States of America
Lewis County,county of Kentucky,Meriwether Lewis,2.5,United States of America
Lincoln County,county of Kentucky,Benjamin Lincoln,0.7,United States of America
Knott County,county of Kentucky,J. Proctor Knott,0.4,United States of America
Scott County,county of Kentucky,Charles Scott,1.3,United States of America
