col0,col1,col2,col3,col4,col5,col6
2015 Istrian Spring Trophy,2016 Istrian Spring Trophy,2014 Istrian Spring Trophy,2015-01-01,Markus Eibegger,Istrian Spring Trophy,road bicycle racing
2009 Istrian Spring Trophy,2010 Istrian Spring Trophy,2008 Istrian Spring Trophy,2009-01-01,Mitja Mahorič,Istrian Spring Trophy,road bicycle racing
2014 Istrian Spring Trophy,2015 Istrian Spring Trophy,2013 Istrian Spring Trophy,2014-01-01,Felix Großschartner,Istrian Spring Trophy,road bicycle racing
2013 Istrian Spring Trophy,2014 Istrian Spring Trophy,2012 Istrian Spring Trophy,2013-01-01,Patrik Sinkewitz,Istrian Spring Trophy,road bicycle racing
2012 Istrian Spring Trophy,2013 Istrian Spring Trophy,2011 Istrian Spring Trophy,2012-01-01,Markus Eibegger,Istrian Spring Trophy,road bicycle racing
2011 Istrian Spring Trophy,2012 Istrian Spring Trophy,2010 Istrian Spring Trophy,2011-01-01,Mitja Mahorič,Istrian Spring Trophy,road bicycle racing
2010 Istrian Spring Trophy,2011 Istrian Spring Trophy,2009 Istrian Spring Trophy,2010-01-01,Blaž Furdi,Istrian Spring Trophy,road bicycle racing
1962 Jadranska Magistrala,1963 Jadranska Magistrala,1961 Jadranska Magistrala,1962-01-01,Nevenko Valčić,Istrian Spring Trophy,road bicycle racing
2005 Jadranska Magistrala,2006 Istrian Spring Trophy,2004 Jadranska Magistrala,2005-01-01,Borut Božič,Istrian Spring Trophy,road bicycle racing
2007 Istrian Spring Trophy,2008 Istrian Spring Trophy,2006 Istrian Spring Trophy,2007-01-01,Grega Bole,Istrian Spring Trophy,road bicycle racing
