col0,col1,col2,col3,col4,col5,col6
"Ward No. 21, Raniganj municipality",1380,3825,India,6624,3057,Raniganj
"Ward No. 20, Raniganj municipality",1078,3758,India,4876,2337,Raniganj
"Ward No. 19, Raniganj municipality",908,3325,India,4663,2238,Raniganj
"Ward No. 18, Raniganj municipality",953,4232,India,5392,2556,Raniganj
"Ward No. 17, Raniganj municipality",614,2460,India,3134,1513,Raniganj
"Ward No. 16, Raniganj municipality",603,2715,India,3361,1596,Raniganj
"Ward No. 15, Raniganj municipality",627,2625,India,3360,1634,Raniganj
"Ward No. 14, Raniganj municipality",788,3350,India,3779,1823,Raniganj
"Ward No. 13, Raniganj municipality",896,3296,India,4307,2135,Raniganj
"Ward No. 12, Raniganj municipality",1411,4892,India,6877,3347,Raniganj
"Ward No. 11, Raniganj municipality",1223,3677,India,6042,2825,Raniganj
"Ward No. 10, Raniganj municipality",1224,3886,India,5471,2624,Raniganj
"Ward No. 9, Raniganj municipality",1197,4452,India,6811,3307,Raniganj
"Ward No. 8, Raniganj municipality",1462,6015,India,7854,3723,Raniganj
"Ward No. 7, Raniganj municipality",1229,3907,India,6098,2845,Raniganj
