col0,col1,col2,col3,col4
Old Greenbelt Theatre,1938-09-21,Roosevelt Center,"129 Centerway, Greenbelt, MD 20770 U.S.",Reginald Jeffrey Wadsworth
Burton Cummings Theatre,1907-02-18,Central Park,"364 Smith Street, Winnipeg, MB R3B 2H2",Howard Colton Stone
Palace Theatre,1913-03-24,Midtown Manhattan,"1564 Broadway, New York, NY 10036",Kirchoff & Rose
Apollo Theatre,1973-09-05,Glasgow,"126 Renfield Street, Glasgow, G2, Scotland",John Fairweather
Palais Theatre,1927-11-11,St Kilda,"1 Lower Esplanade, Melbourne VIC 3182",Henry Eli White
"King's Theatre, Edinburgh",1906-01-01,Edinburgh,"2 Leven Street, Edinburgh, Lothian, EH3 9LQ, Scotland",James Davidson
"Fox Theater, Westwood Village",1931-08-14,Westwood Village,"961 Broxton Avenue, Los Angeles, CA 90024",Percy Parke Lewis
Roxy Theatre,1927-03-11,Midtown Manhattan,"153 W. 50th Street, New York, NY 10020",Walter W. Ahlschlager
"Imperial Theatre, Walsall",1876-01-01,Walsall,"Darwall Street, Walsall, West Midlands, WS1 1DA, England",Walter Emden
Shakespeare Theatre,1896-11-16,Battersea,"168 Lavender Hill, Battersea, London SW11 5TG",W. G. R. Sprague
Notting Hill Coronet,1898-01-01,Notting Hill,"103-111 Notting Hill Gate, London, Kensington & Chelsea, W11 3LB, England",W. G. R. Sprague
Penge Empire,1915-04-03,Penge,"High Street, Penge, London, SE20, England",W. G. R. Sprague
The Ritz Ybor,1917-01-01,Ybor City,"1503 E. Seventh Avenue, Ybor City, Tampa, FL 33605",M. Leo Elliott
