col0,col1,col2,col3,col4
Bradford Armory,United States of America,military facility,Pennsylvania,place listed on the National Register of Historic Places
Bethlehem Armory,United States of America,military facility,Pennsylvania,place listed on the National Register of Historic Places
Berwick Armory,United States of America,military facility,Pennsylvania,place listed on the National Register of Historic Places
Neubau,Germany,event venue,Schwäbisch Hall,Kulturdenkmal
"arsenal, Bergen op Zoom",Netherlands,military building,Bergen op Zoom,Rijksmonument
Pawtucket Armory,United States of America,performing arts center,Pawtucket,place listed on the National Register of Historic Places
Neubau,Germany,concert hall,Schwäbisch Hall,Kulturdenkmal
Rock Island Arsenal,United States of America,archaeological site,Rock Island County,National Historic Landmark
Neubau,Germany,arsenal,Schwäbisch Hall,Kulturdenkmal
Cañon City State Armory,United States of America,arsenal,Colorado,place listed on the National Register of Historic Places
Copperopolis Armory,United States of America,arsenal,Calaveras County,place listed on the National Register of Historic Places
