col0,col1,col2,col3
Karlsborg Fortress Museum,military museum,Sweden,Survey of GLAM open access policy and practice
Eden Camp Museum,military museum,United Kingdom,Survey of GLAM open access policy and practice
Military Museum of Finland,specialised museum,Finland,Survey of GLAM open access policy and practice
United States Military Academy,public educational institution of the United States,United States of America,Brockhaus and Efron Encyclopedic Dictionary
Russian cruiser Aurora,cultural heritage site in Russia,Russia,Armenian Soviet Encyclopedia
Swedish Army Museum,military museum,Sweden,Survey of GLAM open access policy and practice
Bergenhus Fortress,military museum,Norway,Nordisk familjebok
USS Yorktown,military museum,United States of America,NavSource Naval History
Hartmannswillerkopf,military museum,France,Svensk uppslagsbok
Military Museum of Finland,military museum,Finland,Survey of GLAM open access policy and practice
Russian cruiser Aurora,military museum,Russia,Armenian Soviet Encyclopedia
Lublin-Majdanek concentration camp,military museum,Poland,Armenian Soviet Encyclopedia
