col0,col1,col2,col3
Prostějov District,Prostějov,Blansko District,108587
Brno-City District,Brno,Blansko District,380681
Klatovy District,Klatovy,Domažlice District,86336
Tachov District,Tachov,Domažlice District,53587
Louny District,Louny,Karlovy Vary District,86486
Strakonice District,Strakonice,České Budějovice District,70738
Jablonec nad Nisou District,Jablonec nad Nisou,Liberec District,90528
Jičín District,Jičín,Semily District,79782
Jablonec nad Nisou District,Jablonec nad Nisou,Semily District,90528
Kolín District,Kolín,Prague-East District,101604
