col0,col1,col2,col3
ethyl undecanoate,chemical compound,214.193,-15
ethyl 2-ethylbutyrate,chemical compound,144.115,151
butyl laurate,wax monoester,256.24,-10
methyl myristate,wax monoester,242.225,18
methyl laurate,wax monoester,214.193,5
ethyl isobutyrate,wax monoester,116.084,-88
ethyl myristate,wax monoester,256.24,12
butyl laurate,chemical compound,256.24,-10
methyl myristate,chemical compound,242.225,18
methyl laurate,chemical compound,214.193,5
ethyl isobutyrate,chemical compound,116.084,-88
ethyl myristate,chemical compound,256.24,12
methyl stearate,wax monoester,298.287,40
