col0,col1,col2,col3,col4
St. Cyril's Church,Ukrainian Baroque,1139-01-01,Eastern Orthodox church,St. Cyril's Monastery
Holy Spirit Cathedral,baroque architecture,1642-01-01,Eastern Orthodox church,Catholic Church of Annunciation to the Blessed Virgin Mary and the Abbey of Bernardines
Church of the Saviour at Berestove,Ukrainian Baroque,1101-01-01,Eastern Orthodox church,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra"
Church of Boris and Gleb,Russian architecture,1152-01-01,Eastern Orthodox church,White Monuments of Vladimir and Suzdal
Church of the Saviour at Berestove,Ukrainian Baroque,1101-01-01,church building,"Kiev: Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra"
Church of Boris and Gleb,Russian architecture,1152-01-01,church building,White Monuments of Vladimir and Suzdal
T︠S︡erkva Svi︠a︡toho Dukha,wooden architecture,1481-01-01,Eastern Orthodox church,Wooden tserkvas of Carpathian region in Poland and Ukraine
"Church of the Ascension, Yasinia",wooden church,1824-01-01,Eastern Orthodox church,Wooden tserkvas of Carpathian region in Poland and Ukraine
T︠S︡erkva Svi︠a︡toho Dukha,wooden architecture,1481-01-01,church building,Wooden tserkvas of Carpathian region in Poland and Ukraine
"Church of the Ascension, Yasinia",wooden church,1824-01-01,church building,Wooden tserkvas of Carpathian region in Poland and Ukraine
Church of the Intercession on the Nerl,Russian architecture,1166-01-01,cultural heritage site in Russia,White Monuments of Vladimir and Suzdal
