col0,col1,col2,col3,col4
Scipio Enters the Capitol,wall hanging,1660-01-01,Scipio Africanus,France
Repast with Syphax,wall hanging,1660-01-01,Scipio Africanus,France
The Chariot,wall hanging,1660-01-01,Scipio Africanus,France
embroidered heraldic hanging with the Arms of France and of La Rochelle,wall hanging,1650-01-01,coat of arms,France
Saint Julien sent to Maine by Pope Clement to Convert the People,wall hanging,1501-01-01,Julian of Le Mans,France
"Saint Gervasius, Saint Protasius, and Saint Julian",wall hanging,1650-01-01,Gervasius and Protasius,France
embroidered heraldic hanging with the Arms of France and of La Rochelle,embroidery,1650-01-01,coat of arms,France
Saint Julien sent to Maine by Pope Clement to Convert the People,fragment,1501-01-01,Julian of Le Mans,France
"Tapestry with armorial bearings and badges of John Dynham, 1st Baron Dynham",tapestry,1499-01-01,coat of arms,United States of America
The Deliverance of Saint Peter,tapestry,1460-01-01,coat of arms,France
The Martyrdom of Saint Paul from 'The Life of Saint Peter',tapestry,1460-01-01,Nero,United States of America
The Feast of Dido and Aeneas,tapestry,1650-01-01,Aeneas,France
Aeneas and Achates Appear Before Dido,tapestry,1650-01-01,Aeneas,France
