col0,col1,col2,col3
Evangelische Kirche,choir tower church,Kulturdenkmal,Castor of Karden
St. Michael Church,choir tower church,architectural heritage monument in Bavaria,Michael the Archangel
Eilsum Church,choir tower church,architectural heritage monument,Peter
Laurentiuskirche,fortified church,architectural heritage monument in Bavaria,Lawrence of Rome
St. Oswald,fortified church,architectural heritage monument in Bavaria,Oswald of Northumbria
Mariä Himmelfahrt,fortified church,architectural heritage monument in Bavaria,Virgin Mary
St. Michael Church,fortified church,architectural heritage monument in Bavaria,Michael the Archangel
Laurentiuskirche,filial church,architectural heritage monument in Bavaria,Lawrence of Rome
St. Oswald,filial church,architectural heritage monument in Bavaria,Oswald of Northumbria
St. Nikolaus,filial church,architectural heritage monument in Bavaria,Saint Nicholas
"Holy Cross Church, Munich",filial church,architectural heritage monument in Bavaria,True Cross
Laurentiuskirche,archaeological site,architectural heritage monument in Bavaria,Lawrence of Rome
