col0,col1,col2,col3
Ponte Morandi,1102,Turin–Genoa railway,highway bridge
Pierre Pflimlin Bridge,917.7,Rhine,international bridge
Canal Lake Concrete Arch Bridge,62,Canal Lake,deck arch bridge
Bixby Creek Bridge,218,Bixby Creek,deck arch bridge
Bolshoy Moskvoretsky Bridge,554,Moskva River,deck arch bridge
Krka Bridge,391.16,Krka,deck arch bridge
Bloukrans Bridge,451,Bloukrans River,deck arch bridge
Plougastel Bridge,888,Élorn,deck arch bridge
Bolshoy Moskvoretsky Bridge,554,Moskva River,cultural heritage site in Russia
Chesapeake Bay Bridge-Tunnel,28318,Chesapeake Bay,bridge–tunnel
Canal Lake Concrete Arch Bridge,62,Canal Lake,reinforced concrete bridge
Osarugawa Bridge,1772.5,Osaru River,reinforced concrete bridge
Bixby Creek Bridge,218,Bixby Creek,reinforced concrete bridge
