col0,col1,col2,col3,col4
square Fernand-de-la-Tombelle,1929-01-01,7.5,France,private road
square Emmanuel-Chabrier,1929-01-01,6.5,France,private road
square Charles-Laurent,1930-01-01,11,France,private road
square Brizeux,1934-01-01,10,France,private road
square Auguste-Renoir,1962-01-01,9,France,private road
square Arago,1912-01-01,12,France,private road
square Antoine-Arnauld,1908-01-01,12,France,private road
square Alfred-Dehodencq,1927-01-01,8,France,private road
square Albin-Cachot,1932-01-01,15.5,France,private road
rue Émile-Durkheim,1990-01-01,20,France,private road
rue du Tibre,1935-01-01,4.4,France,private road
