col0,col1,col2,col3,col4
Miskolc,Burgas,Pál Veres,Brockhaus and Efron Encyclopedic Dictionary,Miskolc District
Győr,Poznań,Csaba András Dézsi,Brockhaus and Efron Encyclopedic Dictionary,Győr  District
Hódmezővásárhely,Haarlemmermeer,Péter Márki-Zay,Ottův slovník naučný,Hódmezővásárhely  District
Székesfehérvár,Bratislava,András Cser-Palkovics,Brockhaus and Efron Encyclopedic Dictionary,Székesfehérvár District
Győr,Nof HaGalil,Csaba András Dézsi,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,Győr  District
Eger,Esslingen am Neckar,Ádám Mirkóczki,Brockhaus and Efron Encyclopedic Dictionary,Eger  District
Sopron,Kempten,Tamás Fodor,Brockhaus and Efron Encyclopedic Dictionary,Sopron  District
Nyíregyháza,Rzeszów,Ferenc Kovács,Brockhaus and Efron Encyclopedic Dictionary,Nyíregyháza District
Veszprém,Bottrop,Gyula Porga,Ottův slovník naučný,Veszprém  District
Szombathely,Tours,András Nemény,Brockhaus and Efron Encyclopedic Dictionary,Szombathely  District
Zalaegerszeg,Marl,Zoltán Balaicz,Ottův slovník naučný,Zalaegerszeg  District
