col0,col1,col2,col3,col4
droperidol,2.5,oxygen,arsenic trioxide,Dopamine D2 Receptor Antagonists
astemizole,10,nitrogen,erythromycin,Anti-Allergic Agents
droperidol,2.5,oxygen,arsenic trioxide,"Adjuvants, Anesthesia"
astemizole,10,fluorine,(RS)-methadone,H1 antagonist
droperidol,2.5,fluorine,moxifloxacin,Dopamine antagonist
paroxetine,20,carbon,(±)-deprenyl,selective serotonin reuptake inhibitor
droperidol,2.5,nitrogen,arsenic trioxide,Dopamine D2 Receptor Antagonists
astemizole,10,fluorine,sulpiride,Anti-Allergic Agents
droperidol,2.5,nitrogen,terfenadine,Dopamine antagonist
astemizole,10,nitrogen,arsenic trioxide,Anti-Allergic Agents
droperidol,2.5,oxygen,azithromycin,Dopamine antagonist
