col0,col1,col2,col3,col4
Arceus,gray,320,psychic-type Pokémon,Pokémon universe
Castform,white,30,ground-type Pokémon,Pokémon universe
Arceus,gray,320,fighting-type Pokémon,Pokémon universe
Bouffalant,brown,160,normal-type Pokémon,Pokémon universe
Teddiursa,brown,60,normal-type Pokémon,Pokémon universe
Azurill,blue,20,normal-type Pokémon,Pokémon universe
Dodrio,brown,180,normal-type Pokémon,Pokémon universe
Loudred,blue,100,normal-type Pokémon,Pokémon universe
Togetic,white,60,normal-type Pokémon,Pokémon universe
Swellow,blue,70,normal-type Pokémon,Pokémon universe
Stantler,brown,140,normal-type Pokémon,Pokémon universe
Spinda,brown,110,normal-type Pokémon,Pokémon universe
Dunsparce,yellow,150,normal-type Pokémon,Pokémon universe
