col0,col1,col2,col3,col4,col5,col6,col7
Epsilon Coronae Australis,F-type main-sequence star,-37.107327014556,31.1636,eclipsing binary star,3160,57.9,Corona Australis
Gamma Capricorni,F-type main-sequence star,-16.66230755111,35.9746,Alpha² Canum Venaticorum variable,2800,-31.2,Capricornus
HD 89744,F-type main-sequence star,41.22953020964722,38.6792,rotating variable star,8700,-5.3,Ursa Major
Gamma Leporis,F-type main-sequence star,-22.44838354528,8.8801,BY Draconis variable,21000,-9.19,Lepus
HAT-P-7,F-type main-sequence star,47.96950451412389,344.459,rotating variable star,13600,-10.05,Cygnus
Gumala,F-type main-sequence star,-24.17935371455056,27.4789,BY Draconis variable,30500,-24.823,Sagittarius
Gamma Doradus,F-type main-sequence star,-51.4866441842472,20.4506,Gamma Doradus variable,9300,25.2,Dorado
Alpha Caeli,F-type main-sequence star,-41.863752073,20.3644,Delta Scuti variable,10200,0,Caelum
Rho Geminorum,F-type main-sequence star,31.784549252,18.1862,BY Draconis variable,11500,-3.7,Gemini
28 Cancri,F-type main-sequence star,24.1449147564234,100.9683,Delta Scuti variable,2750,9,Cancer
Alpha² Canum Venaticorum,F-type main-sequence star,38.31837614167,37.6425,Alpha² Canum Venaticorum variable,6000,-4.1,Canes Venatici
QW Puppis,peculiar star,-46.75930414222,20.8582,Gamma Doradus variable,13800,0.1,Puppis
Gamma Capricorni,peculiar star,-16.66230755111,35.9746,Alpha² Canum Venaticorum variable,2800,-31.2,Capricornus
