col0,col1,col2,col3
Skulduggery Pleasant,English,HarperCollins,fantasy literature
Vatta's War,English,Del Rey Books,military science fiction
Gamers!,Japanese,Fujimi Shobo,romantic comedy
Goblin Slayer,Japanese,SoftBank Creative,dark fantasy
The Rising of the Shield Hero,Japanese,Media Factory,dark fantasy
How NOT to Summon a Demon Lord,Japanese,J-Novel Club,harem
Death March to the Parallel World Rhapsody,Japanese,Fujimi Shobo,harem
How NOT to Summon a Demon Lord,Japanese,Kodansha,harem
Vatta's War,English,Del Rey Books,space opera
Seishun Buta Yarō,Japanese,ASCII Media Works,psychological novel
Violet Evergarden,Japanese,Kyoto Animation,Bildungsroman
