col0,col1,col2,col3
Snegurochka,folkloristic character,The Snow Maiden,female
Jack Frost,folkloristic character,The Frost King,male
Till Eulenspiegel,folkloristic character,The Legend of Thyl Ulenspiegel and Lamme Goedzak,male
Sinterklaas,television character,Sinterklaasjournaal,male
Snegurochka,animated character,The Snow Maiden,female
Sinterklaas,fictional human,Sinterklaasjournaal,male
Snegurochka,fictional human,The Snow Maiden,female
Father Christmas,legendary figure,"Christmas, His Masque",male
Big Bad Wolf,fictional wolf,Little Red Riding Hood,male
Sinterklaas,folk saint,Sinterklaasjournaal,male
Father Christmas,mythical character,"Christmas, His Masque",male
Sinterklaas,literary character,Sinterklaasjournaal,male
Shahryar,literary character,One Thousand and One Nights,male
