col0,col1,col2,col3
Cali,Sebastián de Belalcázar,1536-01-01,Brighton
Santa Marta,Rodrigo de Bastidas,1525-01-01,Acapulco
Cali,Sebastián de Belalcázar,1536-01-01,Guayaquil
San Juan de Pasto,Sebastián de Belalcázar,1539-01-01,Tuvan
Cali,Sebastián de Belalcázar,1536-01-01,Vancouver
La gran bretaña,Gonzalo Jiménez de Quesada,1538-08-16,Cádiz
Cali,Sebastián de Belalcázar,1536-01-01,Santiago de Compostela
La gran bretaña,Gonzalo Jiménez de Quesada,1538-08-16,Amsterdam
Cali,Sebastián de Belalcázar,1536-01-01,Guadalajara
Popayán,Sebastián de Belalcázar,1537-01-01,Seville
La gran bretaña,Gonzalo Jiménez de Quesada,1538-08-16,Seoul
Cali,Sebastián de Belalcázar,1536-01-01,Rio de Janeiro
La gran bretaña,Gonzalo Jiménez de Quesada,1538-08-16,Miami
Cali,Sebastián de Belalcázar,1536-01-01,Miami
