col0,col1,col2,col3,col4
Chiavari,Stadio Comunale,27410,comune of Italy,Apennins
Merano,Pferderennplatz Meran,40485,comune of Italy,Burggrafenamt
Taranto,Stadio Erasmo Iacovone,198283,big city,Province of Taranto
Andria,Stadio Degli Ulivi,100365,big city,Province of Barletta-Andria-Trani
Foggia,Stadio Pino Zaccheria,151975,big city,Province of Foggia
Prato,Stadio Lungobisenzio,191749,big city,Province of Prato
Rimini,Stadio Romeo Neri,149403,big city,Province of Rimini
Forlì,Stadio Tullo Morgagni,117859,big city,Province of Forlì-Cesena
Taranto,Stadio Erasmo Iacovone,198283,comune of Italy,Province of Taranto
Brindisi,PalaPentassuglia,88126,comune of Italy,Province of Brindisi
Andria,Stadio Degli Ulivi,100365,comune of Italy,Province of Barletta-Andria-Trani
Foggia,Stadio Pino Zaccheria,151975,comune of Italy,Province of Foggia
