col0,col1,col2,col3,col4,col5,col6
County of Bentheim,1885-01-01,Drenthe,Germany,County of Bentheim,Nordhorn,17
Leer,1885-01-01,Groningen,Germany,Leer,Leer,1
Aurich,1885-01-01,Emden,Germany,Aurich,Aurich,2
Cuxhaven,1977-08-01,Hamburg-Mitte,Germany,Cuxhaven,Hadeln,5
Lüneburg,1885-01-01,Heidekreis,Germany,Lüneburg,Bleckede,8
Diepholz,1977-01-01,Delmenhorst,Germany,Diepholz,Weyhe,52
Oldenburg,1933-01-01,Vechta,Germany,Oldenburg,Ganderkesee,25
Diepholz,1977-01-01,Delmenhorst,Germany,Diepholz,Stuhr,52
Vechta,1939-01-01,Osnabrück,Germany,Vechta,Vechta,27
Cloppenburg,1933-01-01,Osnabrück,Germany,Cloppenburg,Cloppenburg,27
Leer,1885-01-01,Aurich,Germany,Leer,Leer,1
